Users,Bandwidth,Latency,SignalStrength,PacketLoss,Throughput,Jitter,EnergyConsumption,HandoverRate,MobilitySpeed,EdgeServerLoad,NetworkSlice,Congestion
3256,741,71.31,46,11.95,225.52,31.56,100.03,11.73,43,94,eMBB,High
3488,607,59.83,100,3.48,502.2,18.2,67.03,1.34,17,46,eMBB,Low
4407,619,73.24,36,9.26,95.47,29.94,108.48,2.55,15,81,eMBB,High
5734,498,64.78,49,3.37,93.82,16.09,82.61,5.68,11,36,eMBB,Medium
483,523,19.63,57,7.91,266.38,15.21,67.12,11.62,147,56,eMBB,High
5910,764,51.2,63,6.51,307.46,19.53,57.44,9.26,44,15,mMTC,Medium
441,1661,5.0,41,7.11,629.64,10.87,71.49,10.78,92,69,URLLC,High
6034,919,64.42,62,6.73,386.97,20.26,96.85,4.0,21,54,URLLC,High
2087,315,69.02,48,11.07,85.08,32.24,78.75,11.9,96,53,mMTC,High
4159,1542,49.51,78,5.09,1047.77,17.63,107.7,1.23,46,92,URLLC,Medium
5039,293,52.97,64,1.05,59.9,11.37,63.64,0.64,28,27,eMBB,Low
3209,164,61.4,66,11.1,18.0,31.78,96.19,10.27,44,74,URLLC,High
4182,873,43.51,40,7.62,222.48,20.39,72.37,11.13,76,34,URLLC,High
5730,164,78.92,61,1.67,5.0,18.71,73.51,1.09,8,36,URLLC,Medium
4615,1592,19.08,58,0.88,801.21,3.45,49.64,1.36,23,16,eMBB,Low
2898,144,60.91,68,2.01,23.83,12.89,66.96,0.4,14,53,eMBB,Medium
3340,1749,18.58,74,0.0,1210.76,3.37,71.52,1.25,163,38,eMBB,Low
2088,742,21.71,81,3.2,532.79,13.59,62.34,2.51,12,53,eMBB,Low
6128,706,66.65,58,10.01,222.12,31.58,86.68,11.64,90,45,URLLC,High
3514,143,47.2,99,3.89,49.13,17.31,60.6,8.01,171,28,URLLC,Medium
1949,1446,5.0,52,5.08,671.36,6.79,40.78,9.34,100,15,eMBB,Low
405,1018,5.0,78,5.69,746.26,10.86,43.33,9.31,70,34,mMTC,Low
3713,998,41.2,91,5.41,774.41,18.26,66.11,6.42,121,40,URLLC,Medium
2849,1455,5.0,62,5.04,792.99,13.64,44.34,9.57,75,18,eMBB,Low
5064,1261,81.16,57,8.59,540.72,25.84,121.16,7.15,163,93,eMBB,High
1235,1692,13.71,68,7.43,1048.45,16.56,92.24,3.77,115,83,eMBB,Medium
5630,570,79.51,45,9.48,95.49,32.56,86.52,6.73,60,46,eMBB,High
305,1761,5.0,69,2.25,1184.68,5.63,49.87,6.4,167,36,eMBB,Low
4691,1566,33.58,76,5.99,1013.48,13.53,56.8,9.88,125,22,eMBB,Low
3550,1328,42.17,62,9.69,668.12,24.57,82.34,11.78,154,50,eMBB,High
6105,392,89.76,58,9.24,57.23,32.72,108.92,4.93,0,75,eMBB,High
3911,694,90.36,42,16.04,154.74,43.89,122.6,9.16,161,94,mMTC,High
3722,998,30.11,87,0.0,775.21,4.05,61.02,1.2,67,33,eMBB,Low
3699,892,31.5,38,6.05,229.4,14.34,83.53,9.32,87,53,URLLC,High
2651,1019,42.48,39,3.42,319.81,14.37,78.15,4.46,20,69,eMBB,Medium
5241,1569,36.82,83,0.69,1163.76,6.45,66.44,0.47,160,18,mMTC,Low
4408,1191,30.13,64,3.42,630.32,9.93,46.99,4.36,134,11,eMBB,Low
409,1406,5.0,97,5.68,1289.04,10.28,65.06,7.33,2,65,eMBB,Low
2808,759,24.77,81,1.3,537.93,6.99,58.54,1.43,50,39,mMTC,Low
2091,514,39.64,60,8.56,234.13,23.76,45.62,11.09,78,31,mMTC,High
371,761,16.57,91,2.86,666.73,5.45,80.86,0.93,94,84,mMTC,Low
3742,1238,43.44,71,12.27,695.55,26.09,104.03,11.16,122,90,eMBB,High
4186,1153,17.61,41,7.29,339.36,14.8,60.48,8.49,5,22,eMBB,Medium
1922,1535,29.0,74,4.34,1046.77,9.0,90.39,3.96,156,80,URLLC,Medium
3373,419,46.95,73,3.56,212.47,15.68,46.11,4.69,16,25,mMTC,Medium
6275,426,98.52,96,9.42,219.98,29.76,95.77,8.89,116,54,URLLC,High
4638,725,68.27,87,10.98,457.09,32.37,97.37,7.22,59,74,URLLC,High
6405,1450,49.43,38,5.4,366.08,20.3,77.4,8.06,149,20,eMBB,Medium
4449,728,68.66,59,10.15,281.96,30.13,107.91,4.67,151,79,mMTC,High
620,324,29.92,41,2.67,114.38,6.21,50.83,5.85,124,29,eMBB,Low
1076,188,53.44,62,13.18,76.86,32.24,77.01,11.88,80,72,eMBB,High
3822,612,35.95,54,4.03,223.83,11.73,49.15,2.57,84,21,eMBB,Low
3651,1193,59.17,45,7.85,410.46,21.59,89.43,5.01,50,71,URLLC,High
4205,375,71.82,41,8.32,37.97,28.23,89.7,3.5,177,51,eMBB,High
2873,191,81.89,57,11.45,26.66,35.74,106.27,9.18,138,92,eMBB,High
2652,1692,31.08,95,6.6,1452.69,19.39,93.55,9.17,70,78,URLLC,Medium
2932,1280,29.99,68,7.8,740.52,18.09,84.8,3.51,169,67,eMBB,Medium
4007,422,44.21,53,0.95,121.71,9.92,52.85,0.98,38,14,URLLC,Low
5779,1763,46.16,92,2.63,1441.94,16.11,72.1,0.14,68,36,eMBB,Low
5330,180,68.29,43,8.53,5.0,30.98,82.0,5.13,47,37,URLLC,High
252,708,5.0,82,3.82,555.78,9.55,45.89,4.92,124,35,URLLC,Low
5854,1707,52.73,75,10.96,1016.97,27.42,94.09,11.86,56,58,eMBB,High
3064,1504,8.24,82,3.89,1116.7,8.11,54.2,5.64,20,30,eMBB,Low
3016,107,31.51,79,3.12,6.93,10.62,43.57,3.08,81,10,eMBB,Low
2900,1016,43.3,59,10.39,475.04,26.87,86.62,10.69,98,67,eMBB,High
6052,1640,62.64,59,9.23,741.88,25.33,117.47,5.89,147,88,mMTC,High
5410,137,85.52,53,7.69,5.0,29.11,100.8,7.19,14,64,eMBB,High
1852,1601,37.46,73,5.76,1066.33,17.19,94.67,1.15,68,90,mMTC,Medium
2710,376,41.46,61,6.26,149.65,18.87,74.08,4.59,178,35,eMBB,Medium
3975,213,68.87,97,10.0,90.02,27.35,105.95,11.33,75,93,URLLC,High
1204,1434,5.0,53,4.12,703.83,8.4,47.59,7.07,61,34,mMTC,Low
2636,328,88.21,62,9.97,120.56,36.37,104.05,4.13,118,86,URLLC,High
5090,1100,55.65,67,9.5,551.4,25.25,78.95,7.51,36,42,URLLC,High
5307,629,88.3,44,11.41,117.77,35.81,117.7,10.92,133,81,eMBB,High
4299,981,57.35,64,8.19,477.51,20.56,97.52,3.29,25,78,eMBB,High
3954,1178,30.26,56,3.37,542.3,11.68,42.71,6.06,7,15,mMTC,Low
3594,1757,7.49,37,6.31,526.06,12.51,58.17,11.5,3,32,mMTC,Medium
2014,913,18.2,82,0.32,696.31,4.05,46.38,2.07,20,39,mMTC,Low
3172,1271,49.52,36,9.76,341.05,26.97,118.47,8.64,158,87,eMBB,High
1106,850,32.5,88,7.32,674.72,17.74,67.78,7.37,148,63,URLLC,High
506,1606,5.0,40,4.32,606.62,10.6,32.26,8.16,24,20,mMTC,Low
5597,1458,52.16,74,5.94,885.59,17.72,84.57,4.21,142,40,eMBB,Medium
266,1328,5.0,36,0.31,470.19,4.31,35.4,3.77,162,15,eMBB,Low
608,1767,5.0,36,5.94,589.43,11.42,39.76,8.21,176,20,URLLC,Medium
1761,1634,14.87,89,5.03,1349.28,11.08,88.19,2.59,42,86,URLLC,Low
3764,225,65.85,94,1.83,114.17,12.1,52.07,5.04,168,21,mMTC,Low
3589,1344,56.69,40,9.25,406.43,23.71,95.52,2.26,36,75,eMBB,High
4958,972,49.8,53,4.79,370.65,17.81,94.6,0.1,41,62,mMTC,Medium
780,423,31.53,61,9.82,217.41,20.94,55.91,11.64,174,45,eMBB,High
2624,1138,28.89,35,6.46,311.26,18.17,59.22,5.18,91,26,eMBB,Medium
2220,781,19.74,67,8.98,428.61,19.39,56.17,11.63,60,37,eMBB,High
5360,80,84.25,74,4.16,5.0,19.39,70.8,1.68,141,31,mMTC,Medium
4777,232,62.57,66,6.89,24.9,24.5,53.63,7.05,67,16,URLLC,High
4457,508,48.74,51,0.52,146.53,9.33,65.09,2.41,52,24,URLLC,Low
1463,587,26.29,42,6.95,195.69,16.46,45.16,9.48,83,20,eMBB,Medium
1431,1229,5.0,91,7.4,1013.65,15.57,44.68,9.4,33,33,mMTC,Low
2392,570,57.89,76,4.31,357.84,14.96,85.38,1.35,75,76,eMBB,Medium
1638,1585,14.6,43,9.08,589.03,15.81,60.94,10.94,96,39,mMTC,High
3508,424,62.01,69,9.36,182.04,27.72,101.57,2.34,151,79,eMBB,High
660,300,40.15,87,8.66,225.66,18.55,85.85,7.36,147,75,eMBB,High
1199,802,5.0,88,9.75,618.44,16.26,71.93,11.83,29,70,URLLC,High
2003,1128,33.4,59,7.98,571.19,21.53,103.62,10.59,87,87,eMBB,High
274,607,11.86,96,5.39,549.7,11.08,49.2,11.48,6,50,URLLC,Medium
2256,1285,30.82,89,8.46,1006.62,17.18,91.26,4.11,35,91,URLLC,High
2330,1602,11.94,80,3.83,1182.45,9.04,85.42,1.27,37,60,eMBB,Low
4387,920,51.59,58,5.67,398.71,18.12,76.52,2.26,51,53,mMTC,Medium
4260,1744,20.38,80,2.74,1256.84,6.92,50.75,6.01,142,22,eMBB,Low
4020,1145,45.98,56,7.35,501.43,27.88,52.55,9.52,173,21,URLLC,High
1597,560,52.26,45,9.92,191.24,27.42,113.44,1.8,150,91,mMTC,High
3954,1009,35.01,82,4.44,697.92,13.28,61.73,7.92,139,18,URLLC,Low
3271,951,60.56,42,10.03,284.26,29.75,116.91,3.88,171,94,eMBB,High
1667,1542,21.08,73,5.37,1033.61,12.34,73.68,4.09,142,57,mMTC,Low
1251,1505,6.19,69,4.83,965.38,8.29,69.23,7.94,92,58,URLLC,Low
6133,1649,57.03,83,5.8,1149.19,20.72,92.66,5.6,106,62,eMBB,Medium
468,424,25.46,80,10.28,298.44,23.08,75.29,9.74,125,65,eMBB,High
5046,124,69.41,72,5.76,5.0,24.14,86.55,1.87,48,49,mMTC,High
142,1749,5.0,42,4.99,700.48,12.23,36.29,9.48,20,33,URLLC,Medium
2007,100,51.27,88,4.24,34.72,18.81,86.28,0.77,14,81,URLLC,High
3590,1737,18.79,71,0.86,1134.68,6.56,64.98,2.33,13,42,mMTC,Low
2635,1173,5.0,74,5.93,759.25,12.9,51.74,7.87,41,32,mMTC,Low
4273,952,54.63,68,10.56,483.57,30.15,102.26,10.26,14,86,eMBB,High
2973,127,60.84,51,6.09,5.0,22.72,82.77,3.03,62,63,eMBB,High
1924,1594,5.96,67,5.31,972.62,6.93,70.3,3.93,26,62,eMBB,Low
1393,630,25.76,81,2.94,462.97,10.63,71.89,6.45,92,58,URLLC,Medium
4869,366,96.04,86,8.08,171.84,33.78,111.58,2.54,104,87,eMBB,High
4896,1081,62.94,43,11.8,296.72,29.78,111.65,9.73,52,87,URLLC,High
4954,1113,48.99,67,9.9,560.34,24.86,113.33,9.28,51,89,mMTC,High
6119,621,67.96,94,3.7,412.77,18.4,92.37,1.74,62,58,mMTC,Medium
3486,835,49.14,55,6.42,347.53,20.14,89.58,5.57,56,69,eMBB,High
3072,353,54.83,92,9.54,222.14,24.98,93.25,9.3,119,74,mMTC,High
4022,1035,44.1,44,3.64,341.04,14.24,71.1,4.05,51,41,eMBB,Medium
5097,679,79.22,40,11.78,117.51,35.31,117.2,7.6,106,88,mMTC,High
1092,460,8.27,47,0.15,188.63,0.5,39.57,0.6,42,30,eMBB,Low
5387,1432,32.54,99,3.39,1242.96,11.77,66.71,7.3,134,27,eMBB,Low
2486,558,47.15,54,5.76,224.71,17.51,92.42,1.83,116,69,mMTC,High
2340,94,54.55,91,5.79,22.91,16.25,46.67,9.97,169,22,eMBB,Medium
1576,595,24.48,80,5.04,416.61,14.1,42.4,4.27,3,33,eMBB,Low
3507,270,46.11,42,4.7,21.28,16.91,68.77,3.38,132,39,URLLC,Medium
489,1271,5.0,44,6.81,515.28,12.81,21.51,10.09,79,11,URLLC,Medium
1099,1624,19.29,45,3.81,680.12,11.17,99.5,0.6,40,92,URLLC,Medium
4720,700,74.92,46,5.34,189.67,23.21,76.49,4.76,131,34,URLLC,High
1955,1240,25.06,44,2.94,483.36,8.03,74.78,4.44,1,59,URLLC,Medium
5702,233,74.15,59,4.06,5.0,21.69,71.94,3.42,148,23,eMBB,Medium
758,1491,5.0,83,4.33,1173.93,10.05,23.47,10.94,42,15,eMBB,Low
2863,1312,47.39,83,9.58,930.45,22.64,96.0,9.01,81,85,eMBB,High
3763,351,83.54,45,9.22,51.74,32.47,112.93,0.77,107,93,mMTC,High
5086,222,81.61,96,8.85,70.25,29.17,73.33,8.58,136,39,URLLC,High
1581,1714,5.0,70,5.69,1103.38,11.8,56.39,6.33,155,39,eMBB,Low
3831,1172,35.68,73,6.67,712.23,18.07,75.5,10.81,25,47,URLLC,Medium
551,326,23.02,87,4.4,259.45,11.28,76.6,3.76,81,67,mMTC,Medium
2575,1364,20.97,90,3.35,1128.95,10.55,63.26,6.89,82,50,eMBB,Low
3322,867,59.51,35,9.34,196.78,25.92,92.36,6.01,130,66,URLLC,High
1637,158,35.61,90,7.66,92.2,21.59,57.49,5.87,72,45,URLLC,High
3193,1761,44.23,38,6.07,555.51,20.77,92.03,5.47,99,73,URLLC,High
982,702,17.43,64,2.81,414.21,6.82,38.82,2.47,48,25,eMBB,Low
4508,1708,75.5,46,13.62,583.81,36.41,117.73,9.07,144,87,mMTC,High
4168,604,67.57,69,7.15,287.73,23.57,102.32,5.42,62,81,mMTC,High
5035,851,36.94,86,7.52,560.12,20.18,61.5,11.5,54,23,URLLC,Medium
2666,1017,21.96,65,2.51,580.57,10.84,65.7,3.13,150,40,URLLC,Low
3377,1724,29.63,86,7.37,1307.16,14.53,78.13,8.19,33,75,mMTC,Medium
474,1433,23.41,41,9.75,527.94,17.95,78.88,11.29,104,77,URLLC,High
4646,1292,48.95,56,8.75,554.61,23.52,109.29,7.96,104,74,eMBB,High
3797,1198,48.54,90,10.79,886.33,27.45,86.66,10.46,68,64,URLLC,High
3162,696,51.42,92,10.21,506.79,24.73,89.63,9.93,14,93,URLLC,High
4790,1111,59.12,98,6.13,913.41,21.42,107.24,4.32,174,87,eMBB,Medium
3350,146,47.16,46,7.62,5.0,19.96,74.77,7.2,2,49,URLLC,High
5429,1599,42.39,41,0.28,518.34,7.21,78.3,1.88,155,34,mMTC,Low
4695,270,43.46,89,3.55,115.82,16.4,51.98,6.43,2,34,mMTC,Medium
4659,1469,25.16,96,2.59,1263.33,8.25,53.32,2.77,101,12,URLLC,Low
212,847,17.64,89,7.27,702.86,14.81,74.04,8.92,3,78,eMBB,Medium
5231,600,73.43,70,6.0,268.23,23.68,70.02,6.34,87,35,mMTC,High
3297,1069,37.61,58,5.76,507.83,18.75,82.9,4.93,158,49,mMTC,Medium
2478,1220,20.35,78,4.26,855.87,10.82,60.14,3.23,44,47,eMBB,Low
2024,346,31.93,51,11.32,109.21,23.87,61.33,11.98,44,47,mMTC,High
239,1714,6.68,36,3.3,594.1,7.97,78.47,0.86,74,77,mMTC,Low
1524,564,11.53,47,0.0,226.98,3.7,34.92,0.52,164,16,URLLC,Low
3049,1612,5.0,65,1.62,957.43,5.94,61.74,2.61,8,39,URLLC,Low
3268,1401,30.65,62,9.23,720.11,21.14,61.85,11.65,144,28,eMBB,Medium
616,1267,5.0,94,6.54,1110.67,12.97,49.63,11.75,117,44,eMBB,Low
2716,455,44.44,61,10.4,185.6,27.26,66.6,7.86,64,42,eMBB,High
6143,732,71.47,49,9.73,176.02,29.77,82.71,10.56,130,42,mMTC,High
6361,1371,58.18,67,9.8,684.53,29.77,121.72,2.57,25,87,eMBB,High
987,628,8.2,54,6.43,296.27,13.71,64.24,11.66,158,47,eMBB,Medium
3204,1177,24.15,76,0.0,814.42,8.11,41.79,1.71,25,19,eMBB,Low
5537,1611,38.42,46,4.6,574.23,16.57,101.26,1.21,22,66,URLLC,Medium
149,152,14.39,57,3.65,80.28,4.94,39.58,1.35,29,37,mMTC,Low
4051,387,76.1,48,9.94,69.1,29.8,111.02,6.88,9,87,eMBB,High
3660,278,46.05,59,7.19,62.69,17.28,76.14,9.37,71,47,eMBB,High
118,1233,5.0,65,3.82,772.99,6.12,35.51,4.4,63,25,URLLC,Low
4921,651,58.74,88,9.4,404.98,25.81,66.57,11.73,149,30,URLLC,High
6440,870,69.89,39,4.49,165.6,21.95,74.16,5.21,142,15,eMBB,Medium
1573,1718,6.5,47,1.36,758.98,2.6,72.71,1.81,122,50,URLLC,Low
4161,1590,26.32,62,5.16,839.39,16.3,66.35,5.59,104,24,eMBB,Low
2706,1254,5.18,77,0.57,893.34,0.56,36.06,8.15,73,12,eMBB,Low
551,1772,5.0,81,8.02,1325.62,13.96,63.81,9.99,147,52,URLLC,Medium
5360,1309,65.5,72,8.17,744.31,23.2,97.1,5.51,104,56,eMBB,High
5303,258,56.5,96,1.37,112.28,15.39,58.03,7.12,46,23,mMTC,Medium
3865,276,55.3,73,6.38,94.14,23.96,102.35,3.21,86,75,eMBB,High
2538,814,29.28,71,2.51,502.4,9.27,58.34,7.75,52,38,URLLC,Low
4410,168,54.29,42,6.57,5.0,17.98,52.15,11.83,128,13,URLLC,High
1649,878,5.0,86,0.0,713.86,0.5,42.78,0.59,1,35,eMBB,Low
6458,1537,43.84,67,5.07,824.83,16.97,62.58,10.64,57,21,URLLC,Medium
3574,867,22.96,76,6.74,532.56,14.32,46.27,6.75,146,11,eMBB,Low
227,827,12.84,61,3.33,484.8,12.67,35.75,3.03,71,26,mMTC,Low
6041,1286,54.43,42,12.21,334.14,34.21,92.11,11.46,139,44,eMBB,High
4955,288,64.74,57,5.34,32.98,17.23,69.19,5.8,153,19,eMBB,Medium
6011,572,88.8,98,8.75,369.41,28.55,119.54,3.98,26,95,eMBB,High
2861,1233,26.97,54,6.3,559.34,16.48,70.62,2.18,28,52,mMTC,Medium
4556,744,43.52,50,4.52,244.09,13.37,63.24,2.93,14,30,URLLC,Medium
4764,1116,45.79,51,8.43,410.08,22.94,60.9,9.99,173,24,URLLC,High
1515,1737,5.0,53,3.75,853.97,7.3,65.06,7.37,128,44,eMBB,Low
6461,950,87.79,42,12.58,195.65,37.11,129.27,10.96,59,94,URLLC,High
5793,811,98.05,72,9.57,392.53,35.96,124.94,2.78,106,94,eMBB,High
5888,1209,69.08,72,7.7,667.42,29.14,119.18,1.45,2,94,mMTC,High
301,1478,19.89,87,0.69,1270.94,5.55,70.78,0.07,114,69,eMBB,Low
6260,1685,65.55,65,7.99,865.82,22.96,92.16,6.09,145,53,eMBB,High
2469,777,5.0,78,3.41,527.11,6.98,37.2,11.98,51,14,eMBB,Low
617,1202,19.55,94,7.37,1045.06,14.88,76.56,8.34,59,82,URLLC,Medium
5544,673,56.59,51,2.35,197.91,18.17,68.53,3.7,33,27,URLLC,Medium
5631,1690,26.56,73,8.7,1003.48,20.96,67.72,10.52,95,30,eMBB,Medium
1441,965,41.97,76,8.9,642.98,23.49,88.64,9.38,88,81,mMTC,High
4876,931,62.46,82,4.1,615.44,19.51,106.85,0.18,59,83,URLLC,Medium
2088,1295,27.99,46,6.85,509.5,16.61,75.48,9.8,153,60,URLLC,High
3645,404,54.97,52,3.79,112.32,18.84,78.32,3.61,18,50,eMBB,Medium
5687,1058,69.94,40,5.56,261.42,20.9,77.16,1.8,110,33,eMBB,Medium
4620,1035,37.21,77,4.43,652.03,16.15,62.5,2.72,21,33,URLLC,Low
6164,1570,59.86,69,7.9,857.88,27.39,95.5,5.62,160,47,eMBB,Medium
3902,973,43.09,88,7.43,705.67,18.76,85.8,5.1,165,53,eMBB,Medium
5908,1470,69.11,96,8.77,1160.36,28.02,99.21,3.47,127,66,mMTC,High
3375,1421,37.25,50,6.71,586.4,18.95,88.8,2.07,34,68,mMTC,Medium
3754,223,61.03,42,8.19,5.0,22.76,77.91,9.15,106,43,eMBB,High
2534,463,57.85,65,12.24,206.9,28.48,104.01,11.88,127,84,eMBB,High
4973,295,101.6,44,9.94,5.0,33.35,119.81,9.33,82,91,URLLC,High
6341,1464,49.28,90,4.42,1110.54,16.28,79.58,3.55,137,32,eMBB,Low
6022,403,115.06,54,10.82,47.45,39.94,127.1,2.94,142,95,eMBB,High
307,1118,10.03,39,6.22,405.74,11.64,57.61,2.61,138,52,eMBB,Medium
5733,296,107.04,57,8.01,14.13,36.75,126.08,1.64,110,91,URLLC,High
5855,1595,57.27,43,8.56,490.55,26.91,88.39,6.62,89,49,URLLC,High
2733,1030,16.75,92,3.63,850.61,10.09,65.61,7.26,23,56,eMBB,Low
6409,1650,49.94,93,6.87,1286.42,19.81,91.66,8.47,76,50,eMBB,Medium
4217,262,46.4,88,4.58,116.34,16.28,81.95,8.16,100,56,eMBB,Medium
253,349,6.09,80,3.7,264.27,9.59,40.58,3.51,131,29,URLLC,Low
6158,1024,67.02,56,10.09,371.27,31.06,112.5,3.96,12,86,eMBB,High
3466,1570,49.0,98,7.28,1358.61,23.01,87.44,8.18,97,74,eMBB,Medium
4414,949,57.46,42,8.41,260.3,24.03,113.52,4.19,119,77,mMTC,High
4864,1715,49.79,54,4.02,773.48,14.75,66.27,2.55,36,33,eMBB,Low
1618,1622,5.0,85,1.79,1317.68,1.09,55.04,4.49,47,45,URLLC,Low
6473,1645,46.59,73,5.03,988.69,17.99,92.23,3.27,0,54,eMBB,Low
6263,546,65.13,71,1.42,226.5,11.1,54.53,1.06,59,11,eMBB,Low
2700,384,35.38,84,8.31,232.72,20.46,66.08,9.96,139,37,eMBB,High
5145,1247,38.52,68,7.05,669.52,18.08,76.14,10.24,148,35,URLLC,Medium
2295,190,41.95,67,7.05,62.45,19.98,55.28,2.64,138,32,mMTC,Medium
4598,1093,69.05,65,6.47,557.19,25.76,114.61,0.78,43,88,mMTC,High
4791,311,75.28,88,8.47,134.59,30.66,81.53,8.87,114,45,eMBB,High
3654,1794,11.85,78,1.39,1291.76,5.9,55.78,2.54,107,15,URLLC,Low
2514,1687,5.0,68,4.66,1039.76,7.29,60.53,4.72,43,44,eMBB,Low
5633,1695,50.75,96,2.72,1449.49,13.71,90.5,0.77,77,47,eMBB,Low
2949,1603,35.14,57,4.72,804.05,12.6,74.69,2.72,161,44,mMTC,Low
5353,674,76.39,80,11.32,354.51,31.69,114.88,9.51,24,83,eMBB,High
1842,1657,22.43,90,5.95,1371.31,15.12,78.35,9.65,131,62,eMBB,Low
1406,1376,32.67,41,2.62,516.69,8.39,62.3,2.49,115,47,eMBB,Low
3949,252,62.56,95,7.24,126.23,22.66,87.26,4.03,118,68,eMBB,High
4268,1052,50.53,37,7.44,258.41,19.6,80.7,1.61,143,52,eMBB,High
4676,1110,21.58,72,0.0,682.3,5.2,40.22,0.89,9,13,URLLC,Low
4755,1258,22.0,68,4.09,707.41,10.19,52.52,11.91,108,14,eMBB,Low
4940,1625,51.95,78,6.43,1076.08,15.85,106.65,7.87,34,77,mMTC,Medium
5662,625,64.25,64,8.91,228.75,29.98,92.15,6.51,133,54,mMTC,High
4295,627,81.71,51,13.63,176.07,39.91,107.04,9.19,18,89,eMBB,High
5278,597,44.03,93,5.21,399.15,12.75,68.86,10.08,7,34,eMBB,Medium
2655,993,56.7,44,15.01,315.89,37.19,95.25,9.68,9,87,eMBB,High
2405,294,19.17,52,0.0,92.76,6.5,57.8,0.2,165,20,URLLC,Low
4608,213,53.81,79,5.83,44.89,19.22,66.92,2.24,28,38,eMBB,Medium
1188,364,5.8,93,5.61,292.99,10.88,52.79,7.86,14,43,URLLC,Medium
2742,1229,52.73,96,5.88,1053.48,18.85,102.43,4.51,86,95,eMBB,Medium
1277,1542,5.0,93,4.66,1346.45,9.86,34.1,11.79,22,23,URLLC,Low
6204,765,41.06,83,4.32,456.99,16.8,78.42,7.98,45,33,eMBB,Medium
5016,1255,55.14,97,7.68,1014.04,20.6,93.12,11.48,27,68,eMBB,High
4857,410,70.28,66,4.9,138.13,19.57,84.85,2.42,25,48,mMTC,Medium
3094,1641,15.26,44,5.17,613.58,11.74,56.6,10.37,9,35,mMTC,Medium
659,1486,15.84,45,4.17,628.99,10.56,61.66,3.86,174,52,eMBB,Low
3064,1218,20.52,96,10.31,992.22,22.04,54.02,11.87,3,45,mMTC,High
1371,973,19.11,81,3.38,731.66,8.8,62.63,1.89,54,48,URLLC,Low
1913,1585,8.63,68,4.86,986.32,8.05,84.17,6.2,65,70,mMTC,Low
3015,1387,25.87,51,5.32,600.63,15.67,52.21,9.51,66,25,mMTC,Medium
709,978,20.88,88,4.43,811.14,8.85,73.99,5.19,134,68,eMBB,Low
2561,1178,7.72,74,5.47,767.96,9.7,43.46,5.62,54,15,eMBB,Low
4220,1269,50.86,53,9.18,515.62,24.8,89.7,11.84,30,65,eMBB,High
6224,1292,32.47,87,2.74,942.77,11.47,55.11,5.1,73,17,URLLC,Low
383,157,5.0,98,4.16,138.95,7.39,31.25,7.25,18,36,URLLC,Medium
5668,1026,77.71,81,7.96,634.23,29.03,109.66,0.65,155,80,eMBB,High
3028,1705,29.73,40,7.24,565.15,20.16,64.58,10.11,80,36,eMBB,Medium
4496,767,56.95,50,6.95,248.89,20.82,86.96,7.78,155,55,mMTC,High
1191,100,44.54,52,6.45,19.43,19.77,70.34,4.85,146,50,mMTC,High
5226,645,73.94,86,8.0,387.07,27.4,108.64,0.19,86,88,URLLC,High
916,1287,5.0,82,3.24,1003.95,5.73,39.03,7.1,19,34,eMBB,Low
182,1325,14.33,77,2.47,994.7,2.97,79.17,0.15,12,95,eMBB,Low
2020,906,20.29,73,0.52,608.01,5.24,44.98,0.01,76,27,eMBB,Low
3591,1431,5.57,83,0.52,1092.81,2.81,48.51,7.39,42,21,mMTC,Low
3244,258,77.27,46,6.43,31.22,27.01,91.16,2.27,138,60,eMBB,High
2193,1215,35.14,44,6.16,452.33,16.13,73.51,2.3,175,48,URLLC,Medium
4813,1162,34.8,89,5.81,863.78,14.81,61.46,7.84,142,19,eMBB,Low
275,1430,24.47,35,4.85,473.4,10.82,93.07,0.64,144,83,URLLC,Medium
5385,984,86.79,83,11.07,606.75,28.44,113.17,3.76,49,86,URLLC,High
2804,1724,23.14,70,6.59,1070.43,14.56,74.59,1.79,27,63,mMTC,Low
5037,748,46.25,55,7.53,259.66,26.66,73.79,6.96,3,38,eMBB,High
469,270,18.19,71,3.59,174.24,11.92,59.3,7.94,21,50,eMBB,Medium
1918,1303,7.38,58,1.43,698.78,1.78,41.59,8.65,118,18,eMBB,Low
2201,1415,29.43,89,6.69,1134.12,15.64,85.34,3.06,100,72,mMTC,Medium
4885,787,74.97,59,7.48,313.26,25.17,113.05,1.07,38,86,mMTC,High
3590,1138,51.62,41,6.86,350.16,23.75,71.59,0.94,33,46,URLLC,High
1879,458,23.38,58,1.35,215.68,10.95,49.26,5.11,96,23,URLLC,Low
1464,466,31.46,45,10.68,154.44,24.0,87.6,11.35,43,82,URLLC,High
5628,316,103.63,46,10.98,5.0,37.85,121.31,2.61,169,81,eMBB,High
4562,695,49.35,69,3.46,351.67,15.81,76.48,3.08,39,48,mMTC,Medium
3442,1622,8.42,97,2.62,1452.94,5.94,71.19,1.21,96,49,eMBB,Low
4839,362,68.35,91,7.81,187.01,26.14,97.2,7.27,139,63,eMBB,High
3776,80,50.36,47,6.15,5.0,19.62,43.28,8.16,129,12,URLLC,High
2526,543,62.58,57,7.12,228.0,24.32,87.73,7.72,155,64,eMBB,High
172,1333,5.0,73,6.56,915.59,8.05,50.35,10.33,73,42,eMBB,Low
3062,1046,54.31,46,12.32,355.21,29.76,96.8,5.84,85,80,URLLC,High
